FAMILIA,RESISTENCIA,TRAT.SUPERFICIAL,DIA,MES,ANO,PECA_EMPENADA/TORTA,MISTURA,OXIDACAO,TRAT.SUPERFICIAL.1,TRINCA,SEM_PROJECAO,SEM_SERRILHA,CABECA_DIMENSIONAL_MAIOR_QUE_ESPEC,CABECA_DIMENSIONAL_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CABECA,REBARBA_CABECA,SEM_CHANFRO,CHANFRO_COMPRIMENTO_MAIOR_QUE_ESPEC,CHANFRO_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_CHANFRO,REBARBA_CHANFRO,CHAVE_ARREDONDADA,EXCESSO_TRATAMENTO_SUPERFICIAL_CHAVE,CHAVE_DIMENSIONAL_MAIOR_QUE_ESPEC,CHAVE_DIMENSIONAL_MENOR_ESPEC,DEFORMACAO_(BATIDA)_CHAVE,REBARBA_CHAVE,FLANGE_DIAMETRO_MAIOR_ESPEC,FLANGE_DIAMETRO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_FLANGE,FALTA_MATERIAL_FLANGE,REBARBA_FLANGE,DEFORMACAO_(BATIDA)_CORPO,FALTA_MATERIAL_CORPO,SEM_PONTA,PONTA_COMPRIMENTO_MAIOR_QUE_ESPEC,PONTA_COMPRIMENTO_MENOR_QUE_ESPEC,DEFORMACAO_(BATIDA)_PONTA,REBARBA_PONTA,SEM_RECARTILHO,RECARTILHO_CURTO,RECARTILHO_COMPRIDO,DEFORMACAO_(BATIDA)_RECARTILHO,EXCESSO_TRATAMENTO_SUPERFICIAL_ROSCA,SEM_ROSCA,FALTA_DE_FILETES_DE_ROSCA,SOBRA_DE_FILETES_DE_ROSCA,ROSCA_SOBRE_O_CORPO,ROSCA_INCLINADA,DEFORMACAO_(BATIDA)_ROSCA,OBSTRUIDA/FECHADA,FALTA_DE_MATERIAL(ARRUELA),ARRUELA_MAIOR_QUE_A_ESPECIFICACAO,ARRUELA_MENOR_QUE_A_ESPECIFICACAO,SEM_ARRUELA,QTD._MENOR_QUE_O_ESPECIFICADO,QTD._MAIOR_QUE_O_ESPECIFICADO,ARRUELA_TROCADA,ARRUELA_DEFORMADA/BATIDA,TOTAL_DEFEITOS,USINA,QTD_SELECIONADA,MAQUINA,BITOLA,COMPRIMENTO,FAMILIA_ROT,RESISTENCIA_ROT,TRAT_SUPERFICIAL_ROT,USINA_ROT,MATERIA_PRIMA,MATERIA_PRIMA_ROT,MAQUINA_ROT,LOTE_COM_PROBLEMA,TIPO_DEFEITO
PARAF SEXT,10.9,FOSF,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8088,CELULA14 BF13B3S,8.0,28.0,15,2,4,3,5137,10,23,0,SEM_DEFEITO
PARAF FLANG,10.9,ZNNI PRETO,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,14900,CELULA 53 CD513,10.0,45.0,7,2,11,2,10B33,7,9,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,9500,CELULA25 BF13B4S,5.0,16.0,7,10,5,3,1030,5,34,0,SEM_DEFEITO
REBITE,5.8,ZNNI TRANSP,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2381,CELULA13 CH4KM.A,10.0,34.0,24,8,12,3,1015,3,22,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5044,CELULA21 BF13B4S,6.0,12.0,7,10,5,3,1022,4,30,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,21514,CELULA30 SP27,8.0,35.0,7,10,11,3,5137,10,39,0,SEM_DEFEITO
PARAF FLANG,R0,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,13328,CELULA32 SP37CR,12.0,25.0,7,15,5,2,4140,9,41,0,SEM_DEFEITO
PARAF 6 LOBE INT,12.9,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8542,CELULA26 SP27,8.0,18.5,2,4,5,3,DIN41,11,35,0,SEM_DEFEITO
PORCA SOLDA,C8,POLIDO,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,3000,CP-03 BFNF14B,6.0,0.0,23,14,7,2,10B21,6,54,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,7500,CELULA25 BF13B4S,5.0,16.0,7,10,5,3,1030,5,34,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,31000,CELULA 45 SP28,6.0,30.0,7,10,5,3,1022,4,6,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8000,CELULA 42 SP38,8.0,100.0,7,10,11,3,5137,10,3,0,SEM_DEFEITO
PARAF SEXT,8.8,ZINC CLEAR,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,17700,CELULA14 BF13B3S,8.0,28.0,15,10,10,3,5137,10,23,0,SEM_DEFEITO
PARAF SEXT,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,13311,CELULA14 BF13B3S,8.0,25.0,15,10,5,3,5137,10,23,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5300,CELULA21 BF13B4S,6.0,20.0,7,10,8,3,1022,4,30,0,SEM_DEFEITO
REBITE,5.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5000,CELULA 44 SP48,14.0,36.0,24,8,8,3,1015,3,5,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,24000,CELULA 42 SP38,8.0,45.0,7,2,5,2,10B33,7,3,0,SEM_DEFEITO
PARAF SOLDA,8.8,POLIDO,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,8200,CELULA07 CH2-LA,8.0,25.0,16,10,7,3,1022,4,16,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,11000,CELULA 53 CD513,10.0,30.0,7,2,5,2,10B33,7,9,0,SEM_DEFEITO
PARAF SEXT,8.8,ZINC CLEAR,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,23155,CELULA14 BF13B3S,8.0,28.0,15,10,10,3,5137,10,23,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2480,CELULA25 BF13B4S,5.0,16.0,7,10,5,3,1030,5,34,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4614,CELULA 42 SP38,8.0,100.0,7,10,11,3,5137,10,3,0,SEM_DEFEITO
REBITE,5.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4349,CELULA 44 SP48,14.0,36.0,24,8,8,3,1015,3,5,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,8966,CELULA 53 CD513,10.0,30.0,7,2,5,2,10B33,7,9,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,1760,CELULA 45 SP28,8.0,18.0,7,10,5,1,PL22,17,6,0,SEM_DEFEITO
PARAF 6 LOBE EXT,8.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,2520,CELULA 51 SP360L,8.0,20.0,1,10,8,2,10B33,7,8,0,SEM_DEFEITO
PARAF SOLDA,8.8,POLIDO,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3560,CELULA07 CH2-LA,8.0,25.0,16,10,7,3,1022,4,16,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,10000,CELULA21 BF13B4S,6.0,20.0,7,10,8,3,1022,4,30,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,18124,CELULA 45 SP28,6.0,30.0,7,10,5,3,1022,4,6,0,SEM_DEFEITO
PARAF SEXT,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,16766,CELULA14 BF13B3S,8.0,25.0,15,10,5,3,5137,10,23,0,SEM_DEFEITO
PARAF 6 LOBE EXT,8.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,2345,CELULA 51 SP360L,8.0,20.0,1,10,8,2,10B33,7,8,0,SEM_DEFEITO
PCM,8.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4830,CELULA32 SP37CR,10.0,48.5,17,10,8,3,5137,10,41,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,9020,CELULA29 SP37,11.11,53.1,7,10,8,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,6.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,5015,CELULA48 SP250,6.0,30.0,7,9,8,3,1022,4,48,0,SEM_DEFEITO
PCM,8.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2941,CELULA32 SP37CR,10.0,60.5,17,10,8,3,5137,10,41,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,1975,CELULA 51 SP360L,10.0,80.0,7,2,5,2,10B33,7,8,0,SEM_DEFEITO
PARAF FLANG,10.9,FOSF,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,15000,CELULA23 BF19-4S,9.52,66.5,7,2,4,3,DIN41,11,32,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,24300,CELULA23 BF19-4S,9.52,30.5,7,2,5,2,4140,9,32,0,SEM_DEFEITO
PORCA SOLDA,C8,POLIDO,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,9603,CP-03 BFNF14B,6.0,0.0,23,14,7,2,10B21,6,54,0,SEM_DEFEITO
PARAF FLANG,4.8,ZNNI PRETO,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,6926,CELULA48 SP250,6.0,12.0,7,6,11,1,PC15,15,48,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,17500,CELULA29 SP37,11.11,29.0,7,10,5,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,16200,CELULA21 BF13B4S,6.0,20.0,7,10,8,3,1022,4,30,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,17,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,4270,CELULA29 SP37,11.11,20.0,7,10,8,3,5137,10,38,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2500,CELULA29 SP37,11.11,29.0,7,10,5,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,5100,CELULA23 BF19-4S,9.52,30.5,7,2,5,2,4140,9,32,0,SEM_DEFEITO
PARAF SEXT,8.8,ZNNI PRETO,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2004,CELULA07 CH2-LA,6.0,35.0,15,10,11,3,1022,4,16,0,SEM_DEFEITO
PARAF SEXT,8.8,ZNNI PRETO,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3497,CELULA15 BF13B3S,8.0,40.0,15,10,11,3,5137,10,24,0,SEM_DEFEITO
PARAF SEXT,10.9,GEOMET,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10002,CELULA32 SP37CR,12.0,55.0,15,2,5,2,4140,9,41,0,SEM_DEFEITO
PARAF FRANCES,8.8,GEOMET,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,6010,CELULA07 CH2-LA,8.0,50.0,12,10,5,3,5137,10,16,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,19800,CELULA29 SP37,11.11,29.0,7,10,5,3,1022,4,38,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,3765,CELULA21 BF13B4S,6.0,20.0,7,10,8,3,1022,4,30,0,SEM_DEFEITO
PARAF SEXT,8.8,ZA CR3,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,10027,CELULA18BF13B351,8.0,60.0,15,10,8,3,5137,10,27,0,SEM_DEFEITO
PARAF FRANCES,8.8,ZINC CLEAR,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,2448,CELULA04 CH2LA,8.0,75.0,12,10,10,3,1022,4,14,0,SEM_DEFEITO
PARAF SEXT,8.8,ZNNI TRANSP,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,45181,CELULA06 COLH-Ra,6.0,20.0,15,10,12,3,1022,4,15,0,SEM_DEFEITO
PARAF FRANCES,8.8,ZINC CLEAR,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,4730,CELULA15 BF13B3S,8.0,25.0,12,10,10,2,10B33,7,24,0,SEM_DEFEITO
PARAF FLANG,R0,GEOMET,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,15871,CELULA32 SP37CR,12.0,25.0,7,15,5,2,4140,9,41,0,SEM_DEFEITO
PARAF FLANG,8.8,GEOMET,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,12000,CELULA35 SP27,8.0,16.0,7,10,5,2,10B33,7,43,0,SEM_DEFEITO
PARAF FLANG,8.8,ZNNI PRETO,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,22200,CELULA38 HBF-408,6.0,16.0,7,10,11,2,10B33,7,45,0,SEM_DEFEITO
PARAF FLANG,8.8,ZA CR3,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GERDAU SP,35000,CELULA29 SP37,11.11,20.0,7,10,8,3,5137,10,38,0,SEM_DEFEITO
PORCA SOLDA,C8,POLIDO,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,10200,CP-03 BFNF14B,6.0,0.0,23,14,7,2,10B21,6,54,0,SEM_DEFEITO
PARAF FLANG,4.8,ZNNI PRETO,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,11200,CELULA48 SP250,6.0,12.0,7,6,11,1,PC15,15,48,0,SEM_DEFEITO
PARAF FLANG,10.9,GEOMET,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUFERCO,2500,CELULA35 SP27,8.0,16.0,7,2,5,2,10B33,7,43,0,SEM_DEFEITO
PARAF FLANG,4.8,ZNNI PRETO,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,2500,CELULA48 SP250,6.0,12.0,7,6,11,1,PC15,15,48,0,SEM_DEFEITO
PARAF SEXT,8.8,ZNNI PRETO,22,4,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BELGO,7500,CELULA10 CH2-LA,6.0,40.0,15,10,11,1,PL30,18,19,0,SEM_DEFEITO
